,User,Hashtags,Like,Retweet,Follow,Tag,Link,Time
391,00sopino00,"#NFTCommunity,#NFTs,#NFT,#NFTGiveaways,#NFTProject,#NFTdrop,#NFTartists,#NFTartwork,#nftcollector",0,0,0,0,https://twitter.com/twitter/statuses/1525899337066336258,2022-05-15 18:02:06+00:00
392,OfficialCrip,,0,0,0,0,https://twitter.com/twitter/statuses/1525899317269102592,2022-05-15 18:02:01+00:00
393,ZorbzWorld,"#NFTCommunity,#NFTs,#NFTshill,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525899291818086401,2022-05-15 18:01:55+00:00
394,volkanayvaz,"#NFT,#basketball,#NFTCommunity,#NFTProjects,#NFTGiveaways,#NFTs",0,0,0,0,https://twitter.com/twitter/statuses/1525899282766766082,2022-05-15 18:01:53+00:00
395,DevTwittee,"#NFTGiveaway,#ninjart,#CNP,#NFT,#NFTJapan",0,0,0,0,https://twitter.com/twitter/statuses/1525899189783121920,2022-05-15 18:01:31+00:00
396,CryptoPoops_NFT,"#NFTCommunity,#NFT,#NFTs,#NFTGiveaways,#NFTdrop,#Meme",0,0,0,0,https://twitter.com/twitter/statuses/1525899097995108353,2022-05-15 18:01:09+00:00
397,OfficialScoutX,,0,0,0,0,https://twitter.com/twitter/statuses/1525899022640500736,2022-05-15 18:00:51+00:00
398,Bearded_Rob_NFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525898813306593280,2022-05-15 18:00:01+00:00
399,MySkinNFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525898810920255490,2022-05-15 18:00:01+00:00
400,blacksquare_art,"#NFTGiveaways,#NFTCommunity,#NFT,#Freemint",0,0,0,0,https://twitter.com/twitter/statuses/1525898808927825921,2022-05-15 18:00:00+00:00
401,TheInsaneArt,"#NFTGiveaways,#NFT,#KingdomofExoma,#DiamondDragon",0,0,0,0,https://twitter.com/twitter/statuses/1525898698722525185,2022-05-15 17:59:34+00:00
402,DevTwittee,"#CNP,#NFTGiveaway,#NFT,#NFTJapan,#Ethereum",0,0,0,0,https://twitter.com/twitter/statuses/1525898570460561408,2022-05-15 17:59:03+00:00
403,TalesotCrypto,,0,0,0,0,https://twitter.com/twitter/statuses/1525898413761601536,2022-05-15 17:58:26+00:00
404,TinyClub4,"#NFTs,#NFT,#NFTCommunity,#nftcollector",0,0,0,0,https://twitter.com/twitter/statuses/1525898406664802312,2022-05-15 17:58:24+00:00
405,FalafelMeta,"#NFTGiveaways,#WAXFAM",0,0,0,0,https://twitter.com/twitter/statuses/1525898402927607812,2022-05-15 17:58:23+00:00
406,CryptoPoops_NFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525898334732697600,2022-05-15 17:58:07+00:00
407,Frostisso,,1,1,0,0,https://twitter.com/twitter/statuses/1525898312573849601,2022-05-15 17:58:02+00:00
408,MiddyaForhad,,0,0,0,0,https://twitter.com/twitter/statuses/1525898186304409601,2022-05-15 17:57:32+00:00
409,nb4NFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525898141400240128,2022-05-15 17:57:21+00:00
410,AnimasAllegras,"#NFTCommunity,#NFTs,#NFTGiveaways,#nft",0,0,0,0,https://twitter.com/twitter/statuses/1525898125927383041,2022-05-15 17:57:17+00:00
411,HarwalkarRaj,"#NFT,#NFTCommunity,#NFTs,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525898118310596610,2022-05-15 17:57:15+00:00
412,viralkingdom_,#NFT,1,1,@viralkingdom_,0,https://twitter.com/twitter/statuses/1525898112824315904,2022-05-15 17:57:14+00:00
413,Vijayth04525259,"#NFT,#NFTCommunity,#NFTs,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525898092784062465,2022-05-15 17:57:09+00:00
414,IMRANKH79281382,"#NFT,#NFTCommunity,#NFTs,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525898087574773760,2022-05-15 17:57:08+00:00
415,Manish03571837,"#NFT,#NFTCommunity,#NFTs,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525898077919449092,2022-05-15 17:57:06+00:00
416,Harshsa23417965,"#NFT,#NFTCommunity,#NFTs,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525898068608049152,2022-05-15 17:57:04+00:00
417,anilchungada,"#NFT,#NFTCommunity,#NFTs,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525898058843799553,2022-05-15 17:57:01+00:00
418,nftloverr_eth,"#NFT,#NFTCommunity,#NFTs,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525898014660894722,2022-05-15 17:56:51+00:00
419,drond4185,"#Giveaway,#NFTGiveaway,#NFTGiveaways,#NFT,#NFTs",0,0,0,0,https://twitter.com/twitter/statuses/1525898009371877378,2022-05-15 17:56:49+00:00
420,FlowerGuyss,"#NFTCommunity,#NFT,#NFTs,#NFTGiveaways,#NFTdrop,#NFTProjects",0,0,0,0,https://twitter.com/twitter/statuses/1525897947241754625,2022-05-15 17:56:35+00:00
421,MYC_NFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525897893433028608,2022-05-15 17:56:22+00:00
422,kupcov_an,"#NFT,#NFTCommunity,#NFTs",0,0,@kupcov_an,0,https://twitter.com/twitter/statuses/1525897847736000512,2022-05-15 17:56:11+00:00
423,SENDYOURNFT,"#NFTCommunity,#NFTGiveaways,#NFT",0,0,0,0,https://twitter.com/twitter/statuses/1525897818828726273,2022-05-15 17:56:04+00:00
424,AI_Garl,,0,0,0,0,https://twitter.com/twitter/statuses/1525897798595530752,2022-05-15 17:55:59+00:00
425,DevTwittee,"#NFT,#NFTJapan,#Ethereum,#Polygon,#OpeanSea,#OpenSeaNTF",0,0,0,0,https://twitter.com/twitter/statuses/1525897761366806528,2022-05-15 17:55:50+00:00
426,FatSpaceNFT,"#FatSpace,#Polygon,#NFTs,#NFTCommunity",0,0,0,0,https://twitter.com/twitter/statuses/1525897652327616519,2022-05-15 17:55:24+00:00
427,WFellaz,,0,0,@WFellaz,0,https://twitter.com/twitter/statuses/1525897549235863552,2022-05-15 17:55:00+00:00
428,CourtOfThForest,,0,0,0,0,https://twitter.com/twitter/statuses/1525897467056689152,2022-05-15 17:54:40+00:00
429,RedPanda_Rescue,,0,1,@RedPanda_Rescue,0,https://twitter.com/twitter/statuses/1525897445300912128,2022-05-15 17:54:35+00:00
430,RareBears432,"#nft,#solana,#NFTCommunity,#NFTGiveaways,#nftart,#nftdrop,#SolanaNFTDrop,#SolanaNFTs",0,0,0,0,https://twitter.com/twitter/statuses/1525897419954733057,2022-05-15 17:54:29+00:00
431,Wolfpack_Ali,"#NFTMint,#NFT,#NFTs,#NFTdrop,#NFTGiveaways,#nftart,#NFTCommunity",0,0,0,0,https://twitter.com/twitter/statuses/1525897276773875712,2022-05-15 17:53:55+00:00
432,My_Collectables,,0,0,0,0,https://twitter.com/twitter/statuses/1525897233152913408,2022-05-15 17:53:44+00:00
433,1993Razor1993,,0,0,0,0,https://twitter.com/twitter/statuses/1525897184893345792,2022-05-15 17:53:33+00:00
434,DigtlBadassClub,,0,0,0,0,https://twitter.com/twitter/statuses/1525897149631832065,2022-05-15 17:53:24+00:00
435,mintnft_tools,,0,0,0,0,https://twitter.com/twitter/statuses/1525897046221279244,2022-05-15 17:53:00+00:00
436,josuenfts2,,0,0,0,0,https://twitter.com/twitter/statuses/1525897021709852672,2022-05-15 17:52:54+00:00
437,cryptocuntrency,"#BTC,#creatorclash,#LUNA,#ETH",1,0,0,0,https://twitter.com/twitter/statuses/1525896878793048067,2022-05-15 17:52:20+00:00
438,1993Razor1993,,0,0,0,0,https://twitter.com/twitter/statuses/1525896877530652685,2022-05-15 17:52:20+00:00
439,DreamHuntersNFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525896817476800512,2022-05-15 17:52:05+00:00
440,nftinos,#NFTGiveaways,0,0,0,0,https://twitter.com/twitter/statuses/1525896741639299073,2022-05-15 17:51:47+00:00
441,wazangNFT,"#nft,#nfts,#NFTCommmunity,#NFTGiveaway,#NFTGiveaways,#nftcollectors,#NFTcollections",0,0,0,0,https://twitter.com/twitter/statuses/1525896717907988480,2022-05-15 17:51:41+00:00
442,abiodunmoses81,"#NFTCommunity,#NFTs,#NFTGiveaways,#Artwork,#Creativity",0,0,0,0,https://twitter.com/twitter/statuses/1525896699583004673,2022-05-15 17:51:37+00:00
443,DevTwittee,"#CNP,#NFTGiveaway,#NFT,#NFTJapan,#Ethereum",0,0,0,0,https://twitter.com/twitter/statuses/1525896575381188609,2022-05-15 17:51:08+00:00
444,1993Razor1993,,0,0,0,0,https://twitter.com/twitter/statuses/1525896567936503809,2022-05-15 17:51:06+00:00
445,TLGbuluc,#OpenSeaNFT,0,0,0,0,https://twitter.com/twitter/statuses/1525896470150496263,2022-05-15 17:50:42+00:00
446,neda_nft_,"#NFTCommunity,#NFTGiveaways,#nftdigital",0,0,0,0,https://twitter.com/twitter/statuses/1525896464798474242,2022-05-15 17:50:41+00:00
447,TheR0nin_wtf,,0,0,0,0,https://twitter.com/twitter/statuses/1525896449921363968,2022-05-15 17:50:38+00:00
448,SpaceMo72516935,"#nft,#nfts,#nftcommunity,#nftsolana,#nftgiveaways,#nftshill,#solanarts",0,0,0,0,https://twitter.com/twitter/statuses/1525896416756846593,2022-05-15 17:50:30+00:00
449,GS_Skulls,,0,1,@GS_Skulls,Tag people,https://twitter.com/twitter/statuses/1525896373954297856,2022-05-15 17:50:19+00:00
450,InfinitiPicks,"#NBATopShot,#TOPSHOT",0,0,0,0,https://twitter.com/twitter/statuses/1525896238616674304,2022-05-15 17:49:47+00:00
451,kupcov_an,"#NFT,#NFTCommunity,#NFTs,#NFTartwork",0,0,@kupcov_an,0,https://twitter.com/twitter/statuses/1525895846134415361,2022-05-15 17:48:14+00:00
452,tinyfoxesnft,"#FreeMint,#NFT,#freedrop,#nftworld",0,0,0,0,https://twitter.com/twitter/statuses/1525895821425881092,2022-05-15 17:48:08+00:00
453,realkennypowell,"#Marvel,#Contest,#CharloCastano2,#Charlo",0,0,0,0,https://twitter.com/twitter/statuses/1525895816467996674,2022-05-15 17:48:07+00:00
454,SENDYOURNFT,"#NFTCommunity,#NFTGiveaways,#NFT",0,0,0,0,https://twitter.com/twitter/statuses/1525895798017253381,2022-05-15 17:48:02+00:00
455,KingGonSurvive,"#ENS,#ensdomain",0,0,0,0,https://twitter.com/twitter/statuses/1525895784025161728,2022-05-15 17:47:59+00:00
456,CrazyHuskies,,1,0,0,0,https://twitter.com/twitter/statuses/1525895781638627329,2022-05-15 17:47:58+00:00
457,WeMetRight,#NFTGiveaways,1,1,['@WeMetRight'],0,https://twitter.com/twitter/statuses/1525895738047315969,2022-05-15 17:47:48+00:00
458,AaronKatrine,"#NFTCommunity,#NFTGiveaways,#NFT",0,0,0,0,https://twitter.com/twitter/statuses/1525895719374176257,2022-05-15 17:47:43+00:00
459,casperdpunks,"#CasperNetwork,#casperdpunks",0,0,0,0,https://twitter.com/twitter/statuses/1525895705780293632,2022-05-15 17:47:40+00:00
460,MutantBearsNFT,"#NFTshill,#NFTCommunity,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525895671575785472,2022-05-15 17:47:32+00:00
461,RohanMajrikar,"#NFT,#NFTGiveaways,#NFTGiveaway,#NFTCommunity,#NFTdrop,#NFTProject",1,0,0,0,https://twitter.com/twitter/statuses/1525895181525983235,2022-05-15 17:45:35+00:00
462,syedevan71,"#NFTCommunity,#NFTGiveaways,#NFTshill",0,0,0,0,https://twitter.com/twitter/statuses/1525895168037392384,2022-05-15 17:45:32+00:00
463,MultiVerseNFTs,,0,0,0,0,https://twitter.com/twitter/statuses/1525895148349046785,2022-05-15 17:45:27+00:00
464,nftfollow_,#NFT,0,0,0,0,https://twitter.com/twitter/statuses/1525895011870552065,2022-05-15 17:44:55+00:00
465,SENDYOURNFT,"#NFTCommunity,#NFTGiveaways,#NFT",0,0,0,0,https://twitter.com/twitter/statuses/1525894806806810624,2022-05-15 17:44:06+00:00
466,Mekarim_officia,,0,0,0,0,https://twitter.com/twitter/statuses/1525894781221711873,2022-05-15 17:44:00+00:00
467,EIsneako,,1,0,@EIsneako,Tag 3 people,https://twitter.com/twitter/statuses/1525894734182502400,2022-05-15 17:43:49+00:00
468,NFT_Kaler,,1,0,0,0,https://twitter.com/twitter/statuses/1525894692008755202,2022-05-15 17:43:38+00:00
469,PimpsonsNFT,,0,1,@PimpsonsNFT,Tag 3 people,https://twitter.com/twitter/statuses/1525894591517425671,2022-05-15 17:43:15+00:00
470,lagache_jeremie,,0,1,0,0,https://twitter.com/twitter/statuses/1525894589391020038,2022-05-15 17:43:14+00:00
471,BCBearsNFT,"#BCb,#NFTCommunity,#NFTs,#NFTGiveaways,#nftcollab",0,0,0,0,https://twitter.com/twitter/statuses/1525894550631370755,2022-05-15 17:43:05+00:00
472,mike_zakko,"#algonft,#NFTs,#giveaway",0,0,0,0,https://twitter.com/twitter/statuses/1525894531434029056,2022-05-15 17:43:00+00:00
473,pandapunkprprtz,"#NFTCommunity,#NFTs,#NFTGiveaways,#Metaverse,#BAYC",0,0,0,0,https://twitter.com/twitter/statuses/1525894386302730243,2022-05-15 17:42:26+00:00
474,ninjangot,"#crytocurrency,#NFTCommunity,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525894375611711490,2022-05-15 17:42:23+00:00
475,cryptanime,"#NFTs,#NFTGiveaways,#Degens,#BAYC",0,0,0,0,https://twitter.com/twitter/statuses/1525894161446146049,2022-05-15 17:41:32+00:00
476,nftaydan,"#NFTs,#NFT,#NFTCommunity,#NFTGiveaways,#nftcollector,#NFTshill",0,0,0,0,https://twitter.com/twitter/statuses/1525894137597370376,2022-05-15 17:41:26+00:00
477,uthranium,"#NFTs,#NFTCommunity,#NFTGiveaway,#DeFi,#BNB,#ETH",0,0,0,0,https://twitter.com/twitter/statuses/1525894021616394243,2022-05-15 17:40:59+00:00
478,aftab4044967,"#nft,#NFTCommunity,#NFTs,#nftart,#NFTGiveaways,#NFTshill",0,0,0,0,https://twitter.com/twitter/statuses/1525894009918324737,2022-05-15 17:40:56+00:00
479,Astronspace1,"#NFTCommunity,#NFTs,#NFTs,#BTC,#PolygonNFT,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525893920831438849,2022-05-15 17:40:35+00:00
480,bridartist,,0,0,0,0,https://twitter.com/twitter/statuses/1525893792900886529,2022-05-15 17:40:04+00:00
481,SENDYOURNFT,,0,0,0,0,https://twitter.com/twitter/statuses/1525893786718441472,2022-05-15 17:40:03+00:00
482,EverRiseKing,"#NFT,#EverRise",1,1,0,0,https://twitter.com/twitter/statuses/1525893758960947200,2022-05-15 17:39:56+00:00
483,katas_art,"#NFTCommunity,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525893708406734848,2022-05-15 17:39:44+00:00
484,simplexgood,"#Discord,#discordlinks,#letsconnect,#NFTCommunity,#NFTGiveaways",0,0,0,0,https://twitter.com/twitter/statuses/1525893687775236096,2022-05-15 17:39:39+00:00
485,itsazizeldein,"#nft,#NFTCommunity",0,0,0,0,https://twitter.com/twitter/statuses/1525893681500364801,2022-05-15 17:39:38+00:00
486,Pandian61630774,"#NFTs,#NFTGiveaways,#NFTCommunity,#NFTs,#NFT,#Cryptos",0,0,0,0,https://twitter.com/twitter/statuses/1525893667902345217,2022-05-15 17:39:34+00:00
487,mustachioed_nft,,0,0,0,0,https://twitter.com/twitter/statuses/1525893659815821314,2022-05-15 17:39:32+00:00
488,ritesh965149629,"#NFTs,#NFTGiveaways,#NFTCommunity,#NFTs,#NFT,#Cryptos",0,0,0,0,https://twitter.com/twitter/statuses/1525893654275055616,2022-05-15 17:39:31+00:00
489,BraveWomenNFTs,"#BraveGirls,#braveandbeautiful,#NFTCommunity,#NFT,#NFTProject",0,0,0,0,https://twitter.com/twitter/statuses/1525893605545631744,2022-05-15 17:39:19+00:00
490,FreemanDunhill,"#NFTs,#NFTGiveaways,#NFTCommunity,#NFTs,#NFT,#Cryptos",0,0,0,0,https://twitter.com/twitter/statuses/1525893565821378560,2022-05-15 17:39:10+00:00
491,Sudhans08389260,#NFT,0,0,0,0,https://twitter.com/twitter/statuses/1525893552420446208,2022-05-15 17:39:07+00:00
492,artsspacework,"#NFTCommunity,#NFTs,#nftart,#nftcollector",0,0,0,0,https://twitter.com/twitter/statuses/1525893536041795585,2022-05-15 17:39:03+00:00
493,ElrondWorld,#NFT,0,0,0,0,https://twitter.com/twitter/statuses/1525893415933775872,2022-05-15 17:38:34+00:00
494,nftnba2022,,0,0,0,0,https://twitter.com/twitter/statuses/1525893403829014535,2022-05-15 17:38:31+00:00
495,potpate,"#FknApe,#NFTGiveway,#Giveaway",0,0,0,0,https://twitter.com/twitter/statuses/1525893315371094017,2022-05-15 17:38:10+00:00
496,aunthapho,,0,0,0,0,https://twitter.com/twitter/statuses/1525893224841498624,2022-05-15 17:37:49+00:00
497,mhizpreshy13,#free,0,0,0,0,https://twitter.com/twitter/statuses/1525893177105948674,2022-05-15 17:37:37+00:00
498,PixelFoxLife1,"#NFTfamily,#NFTs,#NFT,#opensea",0,0,0,0,https://twitter.com/twitter/statuses/1525893168201605120,2022-05-15 17:37:35+00:00
499,octopus_soft,,0,0,0,Tag 3 people,https://twitter.com/twitter/statuses/1525893036332531712,2022-05-15 17:37:04+00:00
